Country/Area,Item1,Purpose,Year,Overnight Stays
Taiwan,Yamaguchi,Overall,2016,"10,210"
Taiwan,Yamaguchi,Overall,2017,"13,100"
Taiwan,Yamaguchi,Overall,2018,"11,930"
Taiwan,Yamaguchi,Overall,2019,"17,110"
Taiwan,Yamaguchi,Overall,2020,"2,380"
Taiwan,Yamaguchi,Overall,2021,80
Taiwan,Yamaguchi,Overall,2022,680
Taiwan,Yamaguchi,Overall,2023,"9,940"
Taiwan,Yamaguchi,Overall,2024,"14,260"
Taiwan,Yamanashi,Overall,2011,"36,930"
Taiwan,Yamanashi,Overall,2012,"79,510"
Taiwan,Yamanashi,Overall,2013,"117,790"
Taiwan,Yamanashi,Overall,2014,"143,410"
Taiwan,Yamanashi,Overall,2015,"155,540"
Taiwan,Yamanashi,Overall,2016,"146,600"
Taiwan,Yamanashi,Overall,2017,"165,120"
Taiwan,Yamanashi,Overall,2018,"237,940"
Taiwan,Yamanashi,Overall,2019,"236,300"
Taiwan,Yamanashi,Overall,2020,"25,370"
Taiwan,Yamanashi,Overall,2021,140
Taiwan,Yamanashi,Overall,2022,"12,890"
Taiwan,Yamanashi,Overall,2023,"243,990"
Taiwan,Yamanashi,Overall,2024,"269,130"
Thailand,Aichi,Overall,2011,"34,040"
Thailand,Aichi,Overall,2012,"76,620"
Thailand,Aichi,Overall,2013,"87,320"
Thailand,Aichi,Overall,2014,"101,390"
Thailand,Aichi,Overall,2015,"95,820"
Thailand,Aichi,Overall,2016,"99,200"
Thailand,Aichi,Overall,2017,"105,560"
Thailand,Aichi,Overall,2018,"140,030"
Thailand,Aichi,Overall,2019,"193,250"
Thailand,Aichi,Overall,2020,"41,130"
Thailand,Aichi,Overall,2021,"2,550"
Thailand,Aichi,Overall,2022,"27,290"
Thailand,Aichi,Overall,2023,"125,120"
Thailand,Aichi,Overall,2024,"140,700"
Thailand,Akita,Overall,2011,290
Thailand,Akita,Overall,2012,190
Thailand,Akita,Overall,2013,530
Thailand,Akita,Overall,2014,440
Thailand,Akita,Overall,2015,"1,010"
Thailand,Akita,Overall,2016,"1,700"
Thailand,Akita,Overall,2017,"4,040"
Thailand,Akita,Overall,2018,"3,830"
Thailand,Akita,Overall,2019,"6,530"
Thailand,Akita,Overall,2020,"1,240"
Thailand,Akita,Overall,2021,80
Thailand,Akita,Overall,2022,710
Thailand,Akita,Overall,2023,"3,220"
Thailand,Akita,Overall,2024,"2,350"
Thailand,Aomori,Overall,2011,130
Thailand,Aomori,Overall,2012,310
Thailand,Aomori,Overall,2013,"1,760"
Thailand,Aomori,Overall,2014,"2,640"
Thailand,Aomori,Overall,2015,"5,010"
Thailand,Aomori,Overall,2016,"6,220"
Thailand,Aomori,Overall,2017,"7,510"
Thailand,Aomori,Overall,2018,"8,980"
Thailand,Aomori,Overall,2019,"13,320"
Thailand,Aomori,Overall,2020,"2,400"
Thailand,Aomori,Overall,2021,90
Thailand,Aomori,Overall,2022,"2,110"
Thailand,Aomori,Overall,2023,"12,840"
Thailand,Aomori,Overall,2024,"9,890"
Thailand,Chiba,Overall,2011,"33,740"
Thailand,Chiba,Overall,2012,"49,310"
Thailand,Chiba,Overall,2013,"89,630"
Thailand,Chiba,Overall,2014,"151,320"
Thailand,Chiba,Overall,2015,"176,580"
Thailand,Chiba,Overall,2016,"202,250"
Thailand,Chiba,Overall,2017,"232,570"
Thailand,Chiba,Overall,2018,"277,780"
Thailand,Chiba,Overall,2019,"316,220"
Thailand,Chiba,Overall,2020,"59,050"
Thailand,Chiba,Overall,2021,"6,380"
Thailand,Chiba,Overall,2022,"39,210"
Thailand,Chiba,Overall,2023,"204,860"
Thailand,Chiba,Overall,2024,"210,210"
Thailand,Ehime,Overall,2011,60
Thailand,Ehime,Overall,2012,180
Thailand,Ehime,Overall,2013,390
Thailand,Ehime,Overall,2014,290
Thailand,Ehime,Overall,2015,780
Thailand,Ehime,Overall,2016,940
Thailand,Ehime,Overall,2017,"1,000"
Thailand,Ehime,Overall,2018,"1,240"
Thailand,Ehime,Overall,2019,"1,310"
Thailand,Ehime,Overall,2020,220
Thailand,Ehime,Overall,2021,20
Thailand,Ehime,Overall,2022,300
Thailand,Ehime,Overall,2023,"1,580"
Thailand,Ehime,Overall,2024,"2,300"
Thailand,Fukui,Overall,2011,60
Thailand,Fukui,Overall,2012,160
Thailand,Fukui,Overall,2013,210
Thailand,Fukui,Overall,2014,400
Thailand,Fukui,Overall,2015,"1,320"
Thailand,Fukui,Overall,2016,"2,380"
Thailand,Fukui,Overall,2017,"1,230"
Thailand,Fukui,Overall,2018,"2,450"
Thailand,Fukui,Overall,2019,"2,720"
Thailand,Fukui,Overall,2020,280
Thailand,Fukui,Overall,2021,50
Thailand,Fukui,Overall,2022,140
Thailand,Fukui,Overall,2023,"1,230"
Thailand,Fukui,Overall,2024,"2,850"
Thailand,Fukuoka,Overall,2011,"12,780"
Thailand,Fukuoka,Overall,2012,"21,160"
Thailand,Fukuoka,Overall,2013,"25,880"
Thailand,Fukuoka,Overall,2014,"66,410"
Thailand,Fukuoka,Overall,2015,"109,690"
Thailand,Fukuoka,Overall,2016,"88,090"
Thailand,Fukuoka,Overall,2017,"60,330"
Thailand,Fukuoka,Overall,2018,"61,750"
Thailand,Fukuoka,Overall,2019,"90,030"
Thailand,Fukuoka,Overall,2020,"15,660"
Thailand,Fukuoka,Overall,2021,"1,220"
Thailand,Fukuoka,Overall,2022,"27,490"
Thailand,Fukuoka,Overall,2023,"225,190"
Thailand,Fukuoka,Overall,2024,"213,410"
Thailand,Fukushima,Overall,2011,920
Thailand,Fukushima,Overall,2012,"1,080"
Thailand,Fukushima,Overall,2013,"2,370"
Thailand,Fukushima,Overall,2014,"1,610"
Thailand,Fukushima,Overall,2015,"1,860"
Thailand,Fukushima,Overall,2016,"3,180"
Thailand,Fukushima,Overall,2017,"9,740"
Thailand,Fukushima,Overall,2018,"18,190"
Thailand,Fukushima,Overall,2019,"25,420"
Thailand,Fukushima,Overall,2020,"8,930"
Thailand,Fukushima,Overall,2021,320
Thailand,Fukushima,Overall,2022,"4,870"
Thailand,Fukushima,Overall,2023,"17,970"
Thailand,Fukushima,Overall,2024,"20,000"
Thailand,Gifu,Overall,2011,"5,280"
Thailand,Gifu,Overall,2012,"22,360"
Thailand,Gifu,Overall,2013,"39,290"
Thailand,Gifu,Overall,2014,"42,900"
Thailand,Gifu,Overall,2015,"54,390"
Thailand,Gifu,Overall,2016,"55,650"
Thailand,Gifu,Overall,2017,"51,480"
Thailand,Gifu,Overall,2018,"68,350"
Thailand,Gifu,Overall,2019,"74,570"
Thailand,Gifu,Overall,2020,"26,590"
Thailand,Gifu,Overall,2021,530
Thailand,Gifu,Overall,2022,"7,860"
Thailand,Gifu,Overall,2023,"42,960"
Thailand,Gifu,Overall,2024,"87,880"
Thailand,Gunma,Overall,2011,670
Thailand,Gunma,Overall,2012,"1,010"
Thailand,Gunma,Overall,2013,"8,370"
Thailand,Gunma,Overall,2014,"4,300"
Thailand,Gunma,Overall,2015,"8,940"
Thailand,Gunma,Overall,2016,"12,740"
Thailand,Gunma,Overall,2017,"16,430"
Thailand,Gunma,Overall,2018,"18,630"
Thailand,Gunma,Overall,2019,"19,440"
Thailand,Gunma,Overall,2020,"5,390"
Thailand,Gunma,Overall,2021,270
Thailand,Gunma,Overall,2022,"3,290"
Thailand,Gunma,Overall,2023,"18,630"
Thailand,Gunma,Overall,2024,"18,450"
Thailand,Hiroshima,Overall,2011,"2,470"
Thailand,Hiroshima,Overall,2012,"4,950"
Thailand,Hiroshima,Overall,2013,"7,640"
Thailand,Hiroshima,Overall,2014,"10,050"
Thailand,Hiroshima,Overall,2015,"14,440"
Thailand,Hiroshima,Overall,2016,"14,130"
Thailand,Hiroshima,Overall,2017,"13,620"
Thailand,Hiroshima,Overall,2018,"15,720"
Thailand,Hiroshima,Overall,2019,"17,610"
Thailand,Hiroshima,Overall,2020,"3,750"
Thailand,Hiroshima,Overall,2021,370
Thailand,Hiroshima,Overall,2022,"1,850"
Thailand,Hiroshima,Overall,2023,"8,160"
Thailand,Hiroshima,Overall,2024,"11,960"
Thailand,Hokkaido,Overall,2011,"24,090"
Thailand,Hokkaido,Overall,2012,"51,830"
Thailand,Hokkaido,Overall,2013,"206,460"
Thailand,Hokkaido,Overall,2014,"293,210"
Thailand,Hokkaido,Overall,2015,"363,990"
Thailand,Hokkaido,Overall,2016,"393,980"
Thailand,Hokkaido,Overall,2017,"401,160"
Thailand,Hokkaido,Overall,2018,"473,260"
Thailand,Hokkaido,Overall,2019,"552,770"
Thailand,Hokkaido,Overall,2020,"174,020"
Thailand,Hokkaido,Overall,2021,690
Thailand,Hokkaido,Overall,2022,"46,530"
Thailand,Hokkaido,Overall,2023,"345,620"
Thailand,Hokkaido,Overall,2024,"492,810"
Thailand,Hyogo,Overall,2011,"4,540"
Thailand,Hyogo,Overall,2012,"6,040"
Thailand,Hyogo,Overall,2013,"8,800"
Thailand,Hyogo,Overall,2014,"12,930"
Thailand,Hyogo,Overall,2015,"24,610"
Thailand,Hyogo,Overall,2016,"30,070"
Thailand,Hyogo,Overall,2017,"32,870"
Thailand,Hyogo,Overall,2018,"32,510"
Thailand,Hyogo,Overall,2019,"29,950"
Thailand,Hyogo,Overall,2020,"3,300"
Thailand,Hyogo,Overall,2021,300
Thailand,Hyogo,Overall,2022,"3,580"
Thailand,Hyogo,Overall,2023,"22,900"
Thailand,Hyogo,Overall,2024,"26,720"
Thailand,Ibaraki,Overall,2011,750
Thailand,Ibaraki,Overall,2012,"1,480"
Thailand,Ibaraki,Overall,2013,"1,920"
Thailand,Ibaraki,Overall,2014,"2,420"
Thailand,Ibaraki,Overall,2015,"4,240"
Thailand,Ibaraki,Overall,2016,"5,640"
Thailand,Ibaraki,Overall,2017,"5,290"
Thailand,Ibaraki,Overall,2018,"11,730"
Thailand,Ibaraki,Overall,2019,"10,760"
Thailand,Ibaraki,Overall,2020,"2,150"
Thailand,Ibaraki,Overall,2021,570
Thailand,Ibaraki,Overall,2022,"1,690"
Thailand,Ibaraki,Overall,2023,"5,240"
Thailand,Ibaraki,Overall,2024,"4,880"
Thailand,Ishikawa,Overall,2011,"2,420"
Thailand,Ishikawa,Overall,2012,"3,330"
Thailand,Ishikawa,Overall,2013,"7,570"
Thailand,Ishikawa,Overall,2014,"8,000"
Thailand,Ishikawa,Overall,2015,"12,290"
Thailand,Ishikawa,Overall,2016,"17,580"
Thailand,Ishikawa,Overall,2017,"16,390"
Thailand,Ishikawa,Overall,2018,"27,180"
Thailand,Ishikawa,Overall,2019,"24,520"
Thailand,Ishikawa,Overall,2020,"8,410"
Thailand,Ishikawa,Overall,2021,190
Thailand,Ishikawa,Overall,2022,"2,530"
Thailand,Ishikawa,Overall,2023,"16,620"
Thailand,Ishikawa,Overall,2024,"22,710"
Thailand,Iwate,Overall,2011,260
Thailand,Iwate,Overall,2012,780
Thailand,Iwate,Overall,2013,"1,510"
Thailand,Iwate,Overall,2014,"1,720"
Thailand,Iwate,Overall,2015,"2,460"
Thailand,Iwate,Overall,2016,"4,380"
Thailand,Iwate,Overall,2017,"5,500"
Thailand,Iwate,Overall,2018,"6,840"
Thailand,Iwate,Overall,2019,"8,740"
Thailand,Iwate,Overall,2020,"3,840"
Thailand,Iwate,Overall,2021,160
Thailand,Iwate,Overall,2022,"1,520"
Thailand,Iwate,Overall,2023,"9,690"
Thailand,Iwate,Overall,2024,"10,180"
Thailand,Kagawa,Overall,2011,110
Thailand,Kagawa,Overall,2012,260
Thailand,Kagawa,Overall,2013,250
Thailand,Kagawa,Overall,2014,510
Thailand,Kagawa,Overall,2015,860
Thailand,Kagawa,Overall,2016,850
Thailand,Kagawa,Overall,2017,"1,210"
Thailand,Kagawa,Overall,2018,"1,990"
Thailand,Kagawa,Overall,2019,"2,910"
Thailand,Kagawa,Overall,2020,160
Thailand,Kagawa,Overall,2021,190
Thailand,Kagawa,Overall,2022,470
Thailand,Kagawa,Overall,2023,"2,760"
Thailand,Kagawa,Overall,2024,"3,280"
Thailand,Kagoshima,Overall,2011,690
Thailand,Kagoshima,Overall,2012,980
Thailand,Kagoshima,Overall,2013,"2,130"
Thailand,Kagoshima,Overall,2014,"2,810"
Thailand,Kagoshima,Overall,2015,"3,630"
Thailand,Kagoshima,Overall,2016,"4,420"
Thailand,Kagoshima,Overall,2017,"4,970"
Thailand,Kagoshima,Overall,2018,"4,050"
Thailand,Kagoshima,Overall,2019,"5,290"
Thailand,Kagoshima,Overall,2020,540
Thailand,Kagoshima,Overall,2021,90
Thailand,Kagoshima,Overall,2022,620
Thailand,Kagoshima,Overall,2023,"3,390"
Thailand,Kagoshima,Overall,2024,"4,620"
Thailand,Kanagawa,Overall,2011,"11,800"
Thailand,Kanagawa,Overall,2012,"29,630"
Thailand,Kanagawa,Overall,2013,"39,150"
Thailand,Kanagawa,Overall,2014,"40,830"
Thailand,Kanagawa,Overall,2015,"75,850"
Thailand,Kanagawa,Overall,2016,"68,780"
Thailand,Kanagawa,Overall,2017,"65,220"
Thailand,Kanagawa,Overall,2018,"73,710"
Thailand,Kanagawa,Overall,2019,"95,050"
Thailand,Kanagawa,Overall,2020,"15,640"
Thailand,Kanagawa,Overall,2021,"1,430"
Thailand,Kanagawa,Overall,2022,"17,260"
Thailand,Kanagawa,Overall,2023,"71,740"
Thailand,Kanagawa,Overall,2024,"78,840"
Thailand,Kochi,Overall,2011,40
Thailand,Kochi,Overall,2012,70
Thailand,Kochi,Overall,2013,80
Thailand,Kochi,Overall,2014,240
Thailand,Kochi,Overall,2015,230
Thailand,Kochi,Overall,2016,320
Thailand,Kochi,Overall,2017,460
Thailand,Kochi,Overall,2018,740
Thailand,Kochi,Overall,2019,800
Thailand,Kochi,Overall,2020,50
Thailand,Kochi,Overall,2021,20
Thailand,Kochi,Overall,2022,240
Thailand,Kochi,Overall,2023,"1,010"
Thailand,Kochi,Overall,2024,"1,220"
Thailand,Kumamoto,Overall,2011,"4,900"
Thailand,Kumamoto,Overall,2012,"5,830"
Thailand,Kumamoto,Overall,2013,"8,860"
Thailand,Kumamoto,Overall,2014,"14,340"
Thailand,Kumamoto,Overall,2015,"19,850"
Thailand,Kumamoto,Overall,2016,"14,470"
Thailand,Kumamoto,Overall,2017,"11,340"
Thailand,Kumamoto,Overall,2018,"13,360"
Thailand,Kumamoto,Overall,2019,"14,920"
Thailand,Kumamoto,Overall,2020,"2,320"
Thailand,Kumamoto,Overall,2021,80
Thailand,Kumamoto,Overall,2022,"5,540"
Thailand,Kumamoto,Overall,2023,"25,280"
Thailand,Kumamoto,Overall,2024,"25,490"
Thailand,Kyoto,Overall,2011,"16,000"
Thailand,Kyoto,Overall,2012,"29,480"
Thailand,Kyoto,Overall,2013,"46,980"
Thailand,Kyoto,Overall,2014,"54,460"
Thailand,Kyoto,Overall,2015,"64,020"
Thailand,Kyoto,Overall,2016,"59,850"
Thailand,Kyoto,Overall,2017,"69,170"
Thailand,Kyoto,Overall,2018,"65,700"
Thailand,Kyoto,Overall,2019,"119,460"
Thailand,Kyoto,Overall,2020,"18,870"
Thailand,Kyoto,Overall,2021,"1,150"
Thailand,Kyoto,Overall,2022,"24,670"
Thailand,Kyoto,Overall,2023,"155,760"
Thailand,Kyoto,Overall,2024,"180,260"
Thailand,Mie,Overall,2011,"2,780"
Thailand,Mie,Overall,2012,"6,910"
Thailand,Mie,Overall,2013,"4,790"
Thailand,Mie,Overall,2014,"5,400"
Thailand,Mie,Overall,2015,"7,200"
Thailand,Mie,Overall,2016,"9,010"
Thailand,Mie,Overall,2017,"13,530"
Thailand,Mie,Overall,2018,"30,360"
Thailand,Mie,Overall,2019,"26,800"
Thailand,Mie,Overall,2020,"1,490"
Thailand,Mie,Overall,2021,330
Thailand,Mie,Overall,2022,"2,050"
Thailand,Mie,Overall,2023,"11,250"
Thailand,Mie,Overall,2024,"9,420"
Thailand,Miyagi,Overall,2011,770
Thailand,Miyagi,Overall,2012,"2,470"
Thailand,Miyagi,Overall,2013,"4,410"
Thailand,Miyagi,Overall,2014,"7,840"
Thailand,Miyagi,Overall,2015,"9,800"
Thailand,Miyagi,Overall,2016,"10,660"
Thailand,Miyagi,Overall,2017,"14,270"
Thailand,Miyagi,Overall,2018,"23,320"
Thailand,Miyagi,Overall,2019,"38,900"
Thailand,Miyagi,Overall,2020,"12,060"
Thailand,Miyagi,Overall,2021,850
Thailand,Miyagi,Overall,2022,"6,210"
Thailand,Miyagi,Overall,2023,"26,540"
Thailand,Miyagi,Overall,2024,"26,710"
Thailand,Miyazaki,Overall,2011,50
Thailand,Miyazaki,Overall,2012,200
Thailand,Miyazaki,Overall,2013,380
Thailand,Miyazaki,Overall,2014,530
Thailand,Miyazaki,Overall,2015,640
Thailand,Miyazaki,Overall,2016,"1,010"
Thailand,Miyazaki,Overall,2017,"1,530"
Thailand,Miyazaki,Overall,2018,"1,350"
Thailand,Miyazaki,Overall,2019,"2,850"
Thailand,Miyazaki,Overall,2020,370
Thailand,Miyazaki,Overall,2021,80
Thailand,Miyazaki,Overall,2022,530
Thailand,Miyazaki,Overall,2023,"2,110"
Thailand,Miyazaki,Overall,2024,"2,130"
Thailand,Nagano,Overall,2011,"1,780"
Thailand,Nagano,Overall,2012,"9,140"
Thailand,Nagano,Overall,2013,"16,380"
Thailand,Nagano,Overall,2014,"23,950"
Thailand,Nagano,Overall,2015,"34,580"
Thailand,Nagano,Overall,2016,"42,220"
Thailand,Nagano,Overall,2017,"48,390"
Thailand,Nagano,Overall,2018,"55,870"
Thailand,Nagano,Overall,2019,"79,450"
Thailand,Nagano,Overall,2020,"13,380"
Thailand,Nagano,Overall,2021,"1,220"
Thailand,Nagano,Overall,2022,"13,430"
Thailand,Nagano,Overall,2023,"78,590"
Thailand,Nagano,Overall,2024,"95,880"
Thailand,Nagasaki,Overall,2011,"1,780"
Thailand,Nagasaki,Overall,2012,"3,710"
Thailand,Nagasaki,Overall,2013,"6,970"
Thailand,Nagasaki,Overall,2014,"11,530"
Thailand,Nagasaki,Overall,2015,"16,860"
Thailand,Nagasaki,Overall,2016,"14,690"
Thailand,Nagasaki,Overall,2017,"10,160"
Thailand,Nagasaki,Overall,2018,"9,320"
Thailand,Nagasaki,Overall,2019,"13,390"
Thailand,Nagasaki,Overall,2020,"1,080"
Thailand,Nagasaki,Overall,2021,40
Thailand,Nagasaki,Overall,2022,"2,480"
Thailand,Nagasaki,Overall,2023,"12,260"
Thailand,Nagasaki,Overall,2024,"12,460"
Thailand,Nara,Overall,2011,560
Thailand,Nara,Overall,2012,500
Thailand,Nara,Overall,2013,890
Thailand,Nara,Overall,2014,"1,320"
Thailand,Nara,Overall,2015,"3,150"
Thailand,Nara,Overall,2016,"4,300"
Thailand,Nara,Overall,2017,"2,120"
Thailand,Nara,Overall,2018,"2,780"
Thailand,Nara,Overall,2019,"3,660"
Thailand,Nara,Overall,2020,480
Thailand,Nara,Overall,2021,70
Thailand,Nara,Overall,2022,360
Thailand,Nara,Overall,2023,"3,470"
Thailand,Nara,Overall,2024,"3,930"
Thailand,Niigata,Overall,2011,"1,080"
Thailand,Niigata,Overall,2012,"2,440"
Thailand,Niigata,Overall,2013,"1,950"
Thailand,Niigata,Overall,2014,"3,420"
Thailand,Niigata,Overall,2015,"6,170"
Thailand,Niigata,Overall,2016,"7,200"
Thailand,Niigata,Overall,2017,"6,550"
Thailand,Niigata,Overall,2018,"8,680"
Thailand,Niigata,Overall,2019,"13,070"
Thailand,Niigata,Overall,2020,"4,870"
Thailand,Niigata,Overall,2021,190
Thailand,Niigata,Overall,2022,"3,770"
Thailand,Niigata,Overall,2023,"12,810"
Thailand,Niigata,Overall,2024,"18,710"
Thailand,Oita,Overall,2011,"4,490"
Thailand,Oita,Overall,2012,"4,360"
Thailand,Oita,Overall,2013,"10,640"
Thailand,Oita,Overall,2014,"19,190"
Thailand,Oita,Overall,2015,"31,640"
Thailand,Oita,Overall,2016,"23,810"
Thailand,Oita,Overall,2017,"20,010"
Thailand,Oita,Overall,2018,"20,210"
Thailand,Oita,Overall,2019,"21,950"
Thailand,Oita,Overall,2020,"2,830"
Thailand,Oita,Overall,2021,90
Thailand,Oita,Overall,2022,"8,980"
Thailand,Oita,Overall,2023,"40,100"
Thailand,Oita,Overall,2024,"33,370"
Thailand,Okayama,Overall,2011,360
Thailand,Okayama,Overall,2012,570
Thailand,Okayama,Overall,2013,990
Thailand,Okayama,Overall,2014,"1,890"
Thailand,Okayama,Overall,2015,"3,540"
Thailand,Okayama,Overall,2016,"5,650"
Thailand,Okayama,Overall,2017,"5,540"
Thailand,Okayama,Overall,2018,"5,170"
Thailand,Okayama,Overall,2019,"5,370"
Thailand,Okayama,Overall,2020,620
Thailand,Okayama,Overall,2021,60
Thailand,Okayama,Overall,2022,840
Thailand,Okayama,Overall,2023,"5,230"
Thailand,Okayama,Overall,2024,"6,170"
Thailand,Okinawa,Overall,2011,"1,810"
Thailand,Okinawa,Overall,2012,"3,560"
Thailand,Okinawa,Overall,2013,"18,270"
Thailand,Okinawa,Overall,2014,"9,710"
Thailand,Okinawa,Overall,2015,"16,460"
Thailand,Okinawa,Overall,2016,"11,100"
Thailand,Okinawa,Overall,2017,"31,900"
Thailand,Okinawa,Overall,2018,"54,820"
Thailand,Okinawa,Overall,2019,"54,550"
Thailand,Okinawa,Overall,2020,"7,560"
Thailand,Okinawa,Overall,2021,590
Thailand,Okinawa,Overall,2022,760
Thailand,Okinawa,Overall,2023,"12,550"
Thailand,Okinawa,Overall,2024,"32,940"
Thailand,Osaka,Overall,2011,"63,770"
Thailand,Osaka,Overall,2012,"111,590"
Thailand,Osaka,Overall,2013,"178,970"
Thailand,Osaka,Overall,2014,"229,570"
Thailand,Osaka,Overall,2015,"309,240"
Thailand,Osaka,Overall,2016,"360,620"
Thailand,Osaka,Overall,2017,"393,540"
Thailand,Osaka,Overall,2018,"421,030"
Thailand,Osaka,Overall,2019,"530,250"
Thailand,Osaka,Overall,2020,"88,380"
Thailand,Osaka,Overall,2021,"3,610"
Thailand,Osaka,Overall,2022,"76,070"
Thailand,Osaka,Overall,2023,"525,040"
Thailand,Osaka,Overall,2024,"639,510"
Thailand,Saga,Overall,2011,480
Thailand,Saga,Overall,2012,380
Thailand,Saga,Overall,2013,370
Thailand,Saga,Overall,2014,"1,540"
Thailand,Saga,Overall,2015,"4,590"
Thailand,Saga,Overall,2016,"5,830"
Thailand,Saga,Overall,2017,"5,520"
Thailand,Saga,Overall,2018,"3,750"
Thailand,Saga,Overall,2019,"10,290"
Thailand,Saga,Overall,2020,410
Thailand,Saga,Overall,2021,40
Thailand,Saga,Overall,2022,"1,090"
Thailand,Saga,Overall,2023,"3,400"
Thailand,Saga,Overall,2024,"2,850"
Thailand,Saitama,Overall,2011,"1,560"
Thailand,Saitama,Overall,2012,"3,230"
Thailand,Saitama,Overall,2013,"2,780"
Thailand,Saitama,Overall,2014,"3,920"
Thailand,Saitama,Overall,2015,"6,310"
Thailand,Saitama,Overall,2016,"6,260"
Thailand,Saitama,Overall,2017,"6,580"
Thailand,Saitama,Overall,2018,"8,280"
Thailand,Saitama,Overall,2019,"9,960"
Thailand,Saitama,Overall,2020,"1,670"
Thailand,Saitama,Overall,2021,230
Thailand,Saitama,Overall,2022,"1,650"
Thailand,Saitama,Overall,2023,"6,460"
Thailand,Saitama,Overall,2024,"7,700"
Thailand,Shiga,Overall,2011,"1,480"
Thailand,Shiga,Overall,2012,"3,400"
Thailand,Shiga,Overall,2013,"2,970"
Thailand,Shiga,Overall,2014,"7,080"
Thailand,Shiga,Overall,2015,"12,200"
Thailand,Shiga,Overall,2016,"14,230"
Thailand,Shiga,Overall,2017,"10,460"
Thailand,Shiga,Overall,2018,"9,510"
Thailand,Shiga,Overall,2019,"11,460"
Thailand,Shiga,Overall,2020,"1,320"
Thailand,Shiga,Overall,2021,100
Thailand,Shiga,Overall,2022,"1,770"
Thailand,Shiga,Overall,2023,"7,230"
Thailand,Shiga,Overall,2024,"8,480"
Thailand,Shimane,Overall,2011,30
Thailand,Shimane,Overall,2012,350
Thailand,Shimane,Overall,2013,90
Thailand,Shimane,Overall,2014,"1,400"
Thailand,Shimane,Overall,2015,450
Thailand,Shimane,Overall,2016,700
Thailand,Shimane,Overall,2017,550
Thailand,Shimane,Overall,2018,720
Thailand,Shimane,Overall,2019,490
Thailand,Shimane,Overall,2020,120
Thailand,Shimane,Overall,2021,40
Thailand,Shimane,Overall,2022,130
Thailand,Shimane,Overall,2023,750
Thailand,Shimane,Overall,2024,"1,560"
Thailand,Shizuoka,Overall,2011,"14,070"
Thailand,Shizuoka,Overall,2012,"35,630"
Thailand,Shizuoka,Overall,2013,"41,150"
Thailand,Shizuoka,Overall,2014,"54,750"
Thailand,Shizuoka,Overall,2015,"57,100"
Thailand,Shizuoka,Overall,2016,"31,930"
Thailand,Shizuoka,Overall,2017,"30,370"
Thailand,Shizuoka,Overall,2018,"40,900"
Thailand,Shizuoka,Overall,2019,"55,500"
Thailand,Shizuoka,Overall,2020,"8,060"
Thailand,Shizuoka,Overall,2021,830
Thailand,Shizuoka,Overall,2022,"7,020"
Thailand,Shizuoka,Overall,2023,"48,200"
Thailand,Shizuoka,Overall,2024,"60,180"
Thailand,Tochigi,Overall,2011,"1,850"
Thailand,Tochigi,Overall,2012,"5,280"
Thailand,Tochigi,Overall,2013,"10,930"
Thailand,Tochigi,Overall,2014,"10,040"
Thailand,Tochigi,Overall,2015,"8,360"
Thailand,Tochigi,Overall,2016,"14,770"
Thailand,Tochigi,Overall,2017,"15,940"
Thailand,Tochigi,Overall,2018,"18,160"
Thailand,Tochigi,Overall,2019,"20,090"
Thailand,Tochigi,Overall,2020,"3,200"
Thailand,Tochigi,Overall,2021,"1,050"
Thailand,Tochigi,Overall,2022,"3,540"
Thailand,Tochigi,Overall,2023,"20,580"
Thailand,Tochigi,Overall,2024,"21,550"
Thailand,Tokushima,Overall,2011,180
Thailand,Tokushima,Overall,2012,440
Thailand,Tokushima,Overall,2013,310
Thailand,Tokushima,Overall,2014,280
Thailand,Tokushima,Overall,2015,700
Thailand,Tokushima,Overall,2016,590
Thailand,Tokushima,Overall,2017,650
Thailand,Tokushima,Overall,2018,820
Thailand,Tokushima,Overall,2019,810
Thailand,Tokushima,Overall,2020,130
Thailand,Tokushima,Overall,2021,20
Thailand,Tokushima,Overall,2022,270
Thailand,Tokushima,Overall,2023,"1,430"
Thailand,Tokushima,Overall,2024,"2,330"
Thailand,Tokyo,Overall,2011,"126,190"
Thailand,Tokyo,Overall,2012,"264,930"
Thailand,Tokyo,Overall,2013,"441,560"
Thailand,Tokyo,Overall,2014,"649,350"
Thailand,Tokyo,Overall,2015,"696,560"
Thailand,Tokyo,Overall,2016,"612,100"
Thailand,Tokyo,Overall,2017,"685,030"
Thailand,Tokyo,Overall,2018,"741,050"
Thailand,Tokyo,Overall,2019,"892,440"
Thailand,Tokyo,Overall,2020,"147,480"
Thailand,Tokyo,Overall,2021,"19,070"
Thailand,Tokyo,Overall,2022,"240,610"
Thailand,Tokyo,Overall,2023,"1,037,370"
Thailand,Tokyo,Overall,2024,"1,101,970"
Thailand,Tottori,Overall,2011,510
Thailand,Tottori,Overall,2012,120
Thailand,Tottori,Overall,2013,210
Thailand,Tottori,Overall,2014,710
Thailand,Tottori,Overall,2015,"1,940"
Thailand,Tottori,Overall,2016,"2,190"
Thailand,Tottori,Overall,2017,"1,750"
Thailand,Tottori,Overall,2018,"2,710"
Thailand,Tottori,Overall,2019,"2,390"
Thailand,Tottori,Overall,2020,530
Thailand,Tottori,Overall,2021,90
Thailand,Tottori,Overall,2022,320
Thailand,Tottori,Overall,2023,960
Thailand,Tottori,Overall,2024,"1,130"
Thailand,Toyama,Overall,2011,600
